Id	Code	Name	District	ExpenditurePerPupil	InstructionalExpendituresPercentage	CombinedWealthRatio	NeedsIndex	FreeLunchPercentage	ReducedLunchPercentage	LimitedEnglishProficientPercentage	EthnicDiversity	GraduatePercentage	DroppedOutPercentage
146	140600010104	EMERSON SCHOOL OF HOSPITALITY	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	67	4	2	22.76327452	85.4368932	5.825242718
147	140600010105	HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	53	8	1	17.60303004	92.20779221	4.761904762
148	140600010107	LAFAYETTE HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	79	1	68	14.27935573	34.12698413	43.25396825
149	140600010108	RIVERSIDE INSTITUTE OF TECHNOLOGY	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	72	1	34	14.94880151	29.27927928	52.25225225
150	140600010110	SOUTH PARK HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	61	2	7	19.14854216	59.77859779	30.62730627
151	140600010128	LEONARDO DA VINCI HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	48	2	2	17.87083285	96.875	0
152	140600010132	MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	72	2	4	34.04506817	76.71232877	17.80821918
153	140600010133	ALTERNATIVE HIGH SCHOOL AT 44	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	62	0	19	25.41980855	11.32075472	71.69811321
154	140600010135	MIDDLE EARLY COLLEGE HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	57	5	1	28.02617824	88.88888889	9.523809524
155	140600010307	EAST HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	73	1	5	34.41172281	55.72519084	38.16793893
156	140600010308	INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	84	2	30	19.26655133	42.69662921	42.69662921
157	140701060006	CHEEKTOWAGA HIGH SCHOOL	CHEEKTOWAGA CENTRAL SCHOOL DISTRICT	17184	72.2169422	0.638	5	44	11	1	23.49184256	93.46405229	3.267973856
158	140701060008	PINE HILL EDUCATION CENTER	CHEEKTOWAGA CENTRAL SCHOOL DISTRICT	17184	72.2169422	0.638	5	59	5	0	21.50116276	66.66666667	23.33333333
159	140702030006	MARYVALE HIGH SCHOOL	CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT	18750	63.1892192	0.569	5	27	11	1	34.03331701	82.14285714	12.75510204
160	140703020003	CLEVELAND HILL HIGH SCHOOL	CLEVELAND HILL UNION FREE SCHOOL DISTRICT	17906	72.2943392	0.458	5	34	10	0	23.2780297	93.80530973	2.654867257
161	140707030003	DEPEW HIGH SCHOOL	DEPEW UNION FREE SCHOOL DISTRICT	18896	67.3888725	0.52	5	21	13	0	36.43990487	91.01796407	8.383233533
162	140709030004	JOHN F KENNEDY SENIOR HIGH SCHOOL	CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT	19273	75.4921257	0.424	3	35	19	0	37.00135133	91.40625	7.03125
163	140801060006	CLARENCE SENIOR HIGH SCHOOL	CLARENCE CENTRAL SCHOOL DISTRICT	14258	72.8898796	0.812	6	4	2	0	37.81754443	96.41148325	2.631578947
164	141101060001	GRIFFITH INSTITUTE HIGH SCHOOL	SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT	17489	71.026439	0.544	5	16	9	0	37.89283134	96.1038961	3.246753247
165	141201060001	EDEN JUNIOR-SENIOR HIGH SCHOOL	EDEN CENTRAL SCHOOL DISTRICT	15798	71.3926395	0.568	5	12	4	0	39.43982759	92.85714286	6.493506494
166	141301060006	IROQUOIS SENIOR HIGH SCHOOL	IROQUOIS CENTRAL SCHOOL DISTRICT	17086	73.6753802	0.777	5	6	3	0	38.94996791	96.17021277	0.85106383
167	141401060003	LAKE SHORE SENIOR HIGH SCHOOL	EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)	20101	69.3248647	0.462	5	31	10	0	32.78820926	87.96296296	8.796296296
168	141501060004	GRAND ISLAND SENIOR HIGH SCHOOL	GRAND ISLAND CENTRAL SCHOOL DISTRICT	18801	65.1227242	0.687	5	11	5	1	35.94254675	94.40298507	4.47761194
169	141601060007	HAMBURG HIGH SCHOOL	HAMBURG CENTRAL SCHOOL DISTRICT	14977	75.3841865	0.606	5	9	3	0	38.87244097	93.23843416	6.40569395
170	141604060008	FRONTIER SENIOR HIGH SCHOOL	FRONTIER CENTRAL SCHOOL DISTRICT	13958	77.9802248	0.576	5	14	9	0	37.48999867	91.24668435	2.917771883
171	141701040001	HOLLAND JUNIOR/SENIOR HIGH SCHOOL	HOLLAND CENTRAL SCHOOL DISTRICT	18003	66.6884343	0.649	5	13	5	0	39.8480447	92.94117647	2.352941176
172	141800010008	LACKAWANNA HIGH SCHOOL	LACKAWANNA CITY SCHOOL DISTRICT	19109	80.1043897	0.309	3	62	14	8	24.35364449	84.84848485	13.33333333
173	141901060008	LANCASTER HIGH SCHOOL	LANCASTER CENTRAL SCHOOL DISTRICT	13929	72.7768256	0.606	5	8	3	0	38.45906915	96.88715953	0
174	142101040002	AKRON HIGH SCHOOL	AKRON CENTRAL SCHOOL DISTRICT	17083	64.8470741	0.482	5	19	9	0	34.27924542	91.39072848	8.609271523
175	142201040001	NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL	NORTH COLLINS CENTRAL SCHOOL DISTRICT	21683	66.9110631	0.512	5	26	10	0	35.49460053	97.61904762	2.380952381
176	142301060006	ORCHARD PARK HIGH SCHOOL	ORCHARD PARK CENTRAL SCHOOL DISTRICT	15927	78.2300837	0.822	6	6	2	0	38.45906915	97.95918367	2.040816327
177	142500010009	TONAWANDA MIDDLE/HIGH SCHOOL	TONAWANDA CITY SCHOOL DISTRICT	15919	72.8828811	0.504	5	29	9	0	37.32782697	86.20689655	9.655172414
178	142601030025	KENMORE EAST SENIOR HIGH SCHOOL	KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT	18307	78.5769076	0.6	5	23	11	1	34.91370314	84.87084871	4.42804428
179	142601030026	KENMORE WEST SENIOR HIGH SCHOOL	KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT	18307	78.5769076	0.6	5	29	12	1	32.57401828	88.23529412	3.715170279
180	142801060010	WEST SENECA WEST SENIOR HIGH SCHOOL	WEST SENECA CENTRAL SCHOOL DISTRICT	16037	76.6642211	0.584	5	18	9	0	37.40944622	93.86503067	1.533742331
181	142801060016	WEST SENECA EAST SENIOR HIGH SCHOOL	WEST SENECA CENTRAL SCHOOL DISTRICT	16037	76.6642211	0.584	5	20	9	0	36.51164198	85.16949153	3.813559322
182	150203040001	CROWN POINT CENTRAL SCHOOL	CROWN POINT CENTRAL SCHOOL DISTRICT	20078	71.7640144	0.525	4	37	12	1	39.35818424	100	0
183	150301040001	ELIZABETHTOWN-LEWIS CENTRAL SCHOOL	ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT	24081	69.9310908	0.689	4	29	10	0	38.87244097	83.33333333	10
184	150601040001	KEENE CENTRAL SCHOOL	KEENE CENTRAL SCHOOL DISTRICT	29991	64.5683496	2.581	6	30	6	0	35.06422678	100	0
185	150801040001	MINERVA CENTRAL SCHOOL	MINERVA CENTRAL SCHOOL DISTRICT	38403	71.7261337	1.812	5	21	26	0	39.36326545	85.71428571	7.142857143
186	150901040004	MORIAH JUNIOR-SENIOR HIGH SCHOOL	MORIAH CENTRAL SCHOOL DISTRICT	20693	63.1925721	0.328	4	37	17	0	39.36326545	88.52459016	6.557377049
187	151102040001	LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL	LAKE PLACID CENTRAL SCHOOL DISTRICT	22848	71.3269167	2.089	5	19	10	0	37.90338595	84.375	4.6875
188	151401040001	SCHROON LAKE CENTRAL SCHOOL	SCHROON LAKE CENTRAL SCHOOL DISTRICT	30395	63.8299191	2.337	5	36	15	0	40.33691444	95	5
189	151501060001	TICONDEROGA SENIOR HIGH SCHOOL	TICONDEROGA CENTRAL SCHOOL DISTRICT	22738	67.5687397	1.074	4	30	12	0	39.92868643	89.0625	6.25
190	151601040001	WESTPORT CENTRAL SCHOOL	WESTPORT CENTRAL SCHOOL DISTRICT	25275	71.5423795	0.987	5	27	15	0	38.40659666	100	0
191	151701040001	WILLSBORO CENTRAL SCHOOL	WILLSBORO CENTRAL SCHOOL DISTRICT	24299	67.5671166	1.073	5	38	9	0	39.36326545	81.81818182	18.18181818
192	160101060001	TUPPER LAKE MIDDLE-HIGH SCHOOL	TUPPER LAKE CENTRAL SCHOOL DISTRICT	19610	75.0342672	0.668	5	25	17	0	39.8480447	83.09859155	12.67605634
193	160801040002	CHATEAUGAY HIGH SCHOOL	CHATEAUGAY CENTRAL SCHOOL DISTRICT	21321	66.5403834	0.443	4	26	8	0	40.33691444	95.55555556	4.444444444
194	161201040002	SALMON RIVER HIGH SCHOOL	SALMON RIVER CENTRAL SCHOOL DISTRICT	24363	66.2766849	0.156	4	59	13	0	27.63150376	80	13.04347826
195	161401060002	SARANAC LAKE SENIOR HIGH SCHOOL	SARANAC LAKE CENTRAL SCHOOL DISTRICT	20404	76.8433367	1.239	5	22	7	0	39.35818424	84.61538462	9.230769231
196	161501060014	FRANKLIN ACADEMY HIGH SCHOOL	MALONE CENTRAL SCHOOL DISTRICT	18962	72.3329272	0.384	4	31	10	0	38.86729559	80.09708738	12.62135922
197	161601040002	BRUSHTON-MOIRA HIGH SCHOOL	BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT	19660	69.5460493	0.277	4	43	14	0	39.92868643	88.05970149	5.970149254
198	161801040001	SAINT REGIS FALLS CENTRAL SCHOOL	SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT	23229	70.0438353	0.467	4	50	11	0	39.03673484	100	0
199	170500010009	GLOVERSVILLE HIGH SCHOOL	GLOVERSVILLE CITY SCHOOL DISTRICT	21485	60.9435979	0.283	4	40	8	0	35.09273429	73.4439834	21.57676349
200	170600010006	JOHNSTOWN SENIOR HIGH SCHOOL	JOHNSTOWN CITY SCHOOL DISTRICT	15399	74.9427647	0.369	5	31	10	0	37.48999867	82.82208589	13.49693252
201	170801040002	MAYFIELD JR/SR HIGH SCHOOL	MAYFIELD CENTRAL SCHOOL DISTRICT	17795	70.0767223	0.496	5	30	9	0	39.27552249	88.31168831	7.792207792
202	170901040001	NORTHVILLE HIGH SCHOOL	NORTHVILLE CENTRAL SCHOOL DISTRICT	18629	70.326459	0.935	5	34	12	0	39.43982759	89.47368421	5.263157895
203	171102040004	BROADALBIN-PERTH HIGH SCHOOL	BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT	16895	65.2311685	0.507	5	28	6	0	37.49533304	90.90909091	6.060606061
204	180202040003	ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL	ALEXANDER CENTRAL SCHOOL DISTRICT	17303	66.4515796	0.383	5	17	12	0	38.94996791	97.77777778	2.222222222
205	180300010006	BATAVIA HIGH SCHOOL	BATAVIA CITY SCHOOL DISTRICT	17212	74.0138386	0.448	4	39	9	1	30.31006434	87.42857143	9.142857143
206	180701040001	BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL	BYRON-BERGEN CENTRAL SCHOOL DISTRICT	19061	66.1053906	0.473	5	25	8	1	37.08728443	92.04545455	6.818181818
207	180901040002	ELBA JUNIOR-SENIOR HIGH SCHOOL	ELBA CENTRAL SCHOOL DISTRICT	19414	67.1995297	1.009	5	24	9	4	32.02134705	90.24390244	0
208	181001060002	LE ROY JUNIOR-SENIOR HIGH SCHOOL	LE ROY CENTRAL SCHOOL DISTRICT	16338	66.0271329	0.441	5	19	11	1	38.38576125	89.90825688	8.256880734
209	181101040001	OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL	OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT	18743	72.141881	0.372	5	28	13	1	37.35996074	90.27777778	5.555555556
210	181201040001	PAVILION JUNIOR-SENIOR HIGH SCHOOL	PAVILION CENTRAL SCHOOL DISTRICT	20409	65.685188	0.47	5	31	11	0	38.46426913	96.42857143	3.571428571
211	181302040002	PEMBROKE JUNIOR-SENIOR HIGH SCHOOL	PEMBROKE CENTRAL SCHOOL DISTRICT	19862	66.3945844	0.498	5	18	10	0	38.88272967	91.75257732	7.216494845
212	190301040003	CAIRO-DURHAM HIGH SCHOOL	CAIRO-DURHAM CENTRAL SCHOOL DISTRICT	19010	69.1005626	0.7	5	31	10	0	33.98480052	81.14754098	9.016393443
213	190401060003	CATSKILL SENIOR HIGH SCHOOL	CATSKILL CENTRAL SCHOOL DISTRICT	22811	71.740118	0.641	5	34	7	1	28.62691042	81.25	9.375
214	190501040001	COXSACKIE-ATHENS HIGH SCHOOL	COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT	17404	76.5679915	0.681	5	24	5	0	35.57948847	88.61788618	6.504065041
215	190701040004	GREENVILLE HIGH SCHOOL	GREENVILLE CENTRAL SCHOOL DISTRICT	20525	72.7507691	0.682	5	23	8	0	38.38576125	91.57894737	0
216	190901040001	HUNTER-TANNERSVILLE MIDDLE SCHOOL HIGH SCHOOL	HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT	31354	66.3988711	1.759	5	34	11	0	36.94680861	97.2972973	2.702702703
217	191401040001	WINDHAM ASHLAND CENTRAL SCHOOL	WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT	26346	68.0055731	1.961	5	27	10	2	35.4255087	96.875	3.125
218	200401040001	INDIAN LAKE CENTRAL SCHOOL	INDIAN LAKE CENTRAL SCHOOL DISTRICT	41443	67.221949	2.752	5	21	12	0	39.8480447	90.47619048	4.761904762
219	200701040001	LONG LAKE CENTRAL SCHOOL	LONG LAKE CENTRAL SCHOOL DISTRICT	47857	68.6397293	6.217	6	26	5	0	39.85306345	100	0
220	200901040001	WELLS SCHOOL	WELLS CENTRAL SCHOOL DISTRICT	30372	71.3847896	1.584	5	30	17	0	39.76640123	88.23529412	11.76470588
221	210302040003	WEST CANADA VALLEY JUNIOR-SENIOR HIGH SCHOOL	WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT	18748	68.1598547	0.429	5	25	11	0	38.87244097	89.65517241	6.896551724
222	210402060001	FRANKFORT-SCHUYLER CENTRAL HIGH SCHOOL	FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT	15910	70.3609249	0.397	5	23	8	0	38.87244097	78.57142857	17.85714286
223	210601060005	HERKIMER HIGH SCHOOL	HERKIMER CENTRAL SCHOOL DISTRICT	16541	69.6867866	0.407	4	30	7	0	37.89283134	73.8317757	19.62616822
224	210800050005	LITTLE FALLS HIGH SCHOOL	LITTLE FALLS CITY SCHOOL DISTRICT	19071	65.2984084	0.356	4	31	12	0	38.46426913	83.72093023	11.62790698
225	211003040002	JAMES A GREEN HIGH SCHOOL	DOLGEVILLE CENTRAL SCHOOL DISTRICT	18406	75.0552191	0.415	4	37	16	0	40.41658076	90.32258065	6.451612903
226	211103040001	POLAND JUNIOR-SENIOR HIGH SCHOOL	POLAND CENTRAL SCHOOL DISTRICT	20890	70.3512925	0.66	4	37	15	0	37.48999867	95.65217391	0
227	211701040001	OWEN D YOUNG CENTRAL SCHOOL	VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT	22319	55.4032574	0.497	4	38	7	0	40.33691444	81.81818182	9.090909091
228	211901020001	TOWN OF WEBB SCHOOL	TOWN OF WEBB UNION FREE SCHOOL DISTRICT	25441	70.1191377	4.478	6	20	16	0	37.49533304	94.28571429	5.714285714
229	212001040003	MOUNT MARKHAM SENIOR HIGH SCHOOL	MOUNT MARKHAM CENTRAL SCHOOL DISTRICT	19637	65.8708952	0.386	4	36	12	0	39.36326545	91.26213592	4.854368932
230	220101040002	SOUTH JEFFERSON HIGH SCHOOL	SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT	14594	70.37122	0.414	5	26	8	0	38.94996791	93.52941176	4.117647059
231	220202040002	ALEXANDRIA CENTRAL HIGH SCHOOL	ALEXANDRIA CENTRAL SCHOOL DISTRICT	18267	71.1065417	0.852	5	23	9	0	38.38576125	86.66666667	13.33333333
232	220301060007	INDIAN RIVER HIGH SCHOOL	INDIAN RIVER CENTRAL SCHOOL DISTRICT	17993	68.1218322	0.174	4	23	19	1	25.6495614	91.70731707	6.829268293
233	220401040004	GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL	GENERAL BROWN CENTRAL SCHOOL DISTRICT	14764	67.6316032	0.492	5	23	8	0	38.87244097	95.65217391	3.47826087
234	220701040003	THOUSAND ISLANDS HIGH SCHOOL	THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT	18291	66.743575	0.872	5	23	9	0	37.81225551	89.01098901	8.791208791
235	220909040010	BELLEVILLE HENDERSON CENTRAL SCHOOL	BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT	17570	68.2268056	0.858	4	35	11	0	37.40944622	93.5483871	3.225806452
236	221001040001	SACKETS HARBOR CENTRAL SCHOOL	SACKETS HARBOR CENTRAL SCHOOL DISTRICT	15911	70.7742195	0.717	5	23	11	0	38.87244097	90.90909091	6.060606061
237	221301040001	LYME CENTRAL SCHOOL	LYME CENTRAL SCHOOL DISTRICT	20213	68.7775821	0.869	4	39	12	0	34.57552121	93.10344828	0
238	221401040001	LA FARGEVILLE CENTRAL SCHOOL	LA FARGEVILLE CENTRAL SCHOOL DISTRICT	16247	63.6626502	0.552	4	34	14	0	37.00135133	88.88888889	11.11111111
239	222000010016	WATERTOWN SENIOR HIGH SCHOOL	WATERTOWN CITY SCHOOL DISTRICT	14791	75.9436713	0.429	3	35	11	1	29.70802361	73.7804878	16.76829268
240	222201060001	CARTHAGE SENIOR HIGH SCHOOL	CARTHAGE CENTRAL SCHOOL DISTRICT	15269	69.1989603	0.251	4	22	10	0	30.19713011	86.23853211	9.633027523
241	230201040001	COPENHAGEN CENTRAL SCHOOL	COPENHAGEN CENTRAL SCHOOL DISTRICT	20154	61.7592815	0.405	4	23	17	0	37.89283134	90.90909091	0
242	230301040002	HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL	HARRISVILLE CENTRAL SCHOOL DISTRICT	22227	66.1821178	0.45	5	38	16	0	39.36326545	96	0
243	230901040002	LOWVILLE HIGH SCHOOL	LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT	18322	65.8324467	0.403	4	22	12	0	38.79389986	92.47311828	4.301075269
244	231101040007	SOUTH LEWIS HIGH SCHOOL	SOUTH LEWIS CENTRAL SCHOOL DISTRICT	22526	66.0595276	0.509	4	41	13	0	39.8480447	88.0952381	9.523809524
245	231301040002	BEAVER RIVER SENIOR HIGH SCHOOL	BEAVER RIVER CENTRAL SCHOOL DISTRICT	18391	58.6105416	0.482	4	23	10	0	38.39097116	90.47619048	5.952380952
246	240101040002	AVON HIGH SCHOOL	AVON CENTRAL SCHOOL DISTRICT	16217	65.7554735	0.534	5	14	6	0	37.89283134	94.18604651	1.162790698
247	240201040002	CALEDONIA-MUMFORD HIGH SCHOOL	CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT	17349	69.7175854	0.492	5	13	4	0	36.43441596	97.56097561	1.219512195
248	240401040001	GENESEO MIDDLE SCHOOL HIGH SCHOOL	GENESEO CENTRAL SCHOOL DISTRICT	19424	70.5252881	0.747	5	19	3	1	35.52276266	98.48484848	1.515151515
249	240801060002	LIVONIA SENIOR HIGH SCHOOL	LIVONIA CENTRAL SCHOOL DISTRICT	17174	71.5655009	0.542	5	16	6	0	39.8480447	91.35802469	6.172839506
250	240901040001	MOUNT MORRIS MIDDLE/SENIOR HIGH SCHOOL	MOUNT MORRIS CENTRAL SCHOOL DISTRICT	24796	60.1267389	0.384	4	51	6	9	27.31116988	82.75862069	13.79310345
251	241001060003	DANSVILLE HIGH SCHOOL	DANSVILLE CENTRAL SCHOOL DISTRICT	17697	66.4820228	0.367	4	36	10	1	37.41479208	83.46456693	11.81102362
252	241101040003	DALTON-NUNDA HIGH SCHOOL	DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA)	24404	58.3659726	0.394	5	25	5	0	38.94996791	92.98245614	7.01754386
253	241701040004	YORK MIDDLE/HIGH SCHOOL	YORK CENTRAL SCHOOL DISTRICT	18198	67.2487601	0.447	5	19	8	0	38.38055063	97.56097561	2.43902439
254	250109040001	BROOKFIELD CENTRAL SCHOOL	BROOKFIELD CENTRAL SCHOOL DISTRICT	21802	64.3691532	0.351	4	33	19	0	38.46426913	100	0
255	250201060002	CAZENOVIA HIGH SCHOOL	CAZENOVIA CENTRAL SCHOOL DISTRICT	16657	71.0326783	0.742	5	9	3	1	38.54175225	97.12230216	2.877697842
256	250301040001	DERUYTER HIGH SCHOOL	DERUYTER CENTRAL SCHOOL DISTRICT	35163	49.9073396	0.495	4	35	9	1	38.94996791	81.48148148	7.407407407
257	250401040004	MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL	MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT	20200	65.5069656	0.425	4	31	11	0	37.32782697	91.52542373	5.084745763
258	250701040001	HAMILTON JUNIOR-SENIOR HIGH SCHOOL	HAMILTON CENTRAL SCHOOL DISTRICT	20857	70.8541036	0.765	5	19	5	0	37.97762499	97.43589744	2.564102564
259	250901060004	CANASTOTA HIGH SCHOOL	CANASTOTA CENTRAL SCHOOL DISTRICT	14921	75.984843	0.408	5	28	5	0	36.46733698	82.92682927	8.943089431
260	251101040003	MADISON CENTRAL SCHOOL	MADISON CENTRAL SCHOOL DISTRICT	17865	69.6581085	0.448	4	35	12	0	39.92868643	85.18518519	7.407407407
261	251400010009	ONEIDA SENIOR HIGH SCHOOL	ONEIDA CITY SCHOOL DISTRICT	16637	73.7548489	0.416	5	32	7	0	37.97235837	87.77777778	6.666666667
262	251501040001	STOCKBRIDGE VALLEY CENTRAL SCHOOL	STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT	19721	62.9171121	0.321	5	33	12	0	37.48999867	90.90909091	9.090909091
263	251601060005	CHITTENANGO HIGH SCHOOL	CHITTENANGO CENTRAL SCHOOL DISTRICT	16735	68.0693473	0.513	5	23	8	0	38.29577871	90.47619048	7.738095238
264	260101060004	BRIGHTON HIGH SCHOOL	BRIGHTON CENTRAL SCHOOL DISTRICT	18652	77.209773	0.862	6	9	4	1	27.00864059	94.44444444	1.633986928
265	260401060001	GATES-CHILI HIGH SCHOOL	GATES-CHILI CENTRAL SCHOOL DISTRICT	20957	73.4734077	0.562	5	26	15	1	24.19710727	91.28205128	4.358974359
266	260501060008	OLYMPIA HIGH SCHOOL	GREECE CENTRAL SCHOOL DISTRICT	17440	74.3803521	0.509	5	29	13	3	24.2129442	83.09352518	10.79136691
267	260501060010	ARCADIA HIGH SCHOOL	GREECE CENTRAL SCHOOL DISTRICT	17440	74.3803521	0.509	5	22	12	1	28.64029795	85.97122302	8.992805755
268	260501060013	ODYSSEY ACADEMY	GREECE CENTRAL SCHOOL DISTRICT	17440	74.3803521	0.509	5	21	9	3	27.64537333	97.43589744	1.709401709
269	260501060019	ATHENA HIGH SCHOOL	GREECE CENTRAL SCHOOL DISTRICT	17440	74.3803521	0.509	5	17	7	0	28.58496108	93.4169279	4.07523511
270	260801060006	EASTRIDGE SENIOR HIGH SCHOOL	EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT	23130	63.1072512	0.597	5	38	12	2	22.34949664	96.03174603	2.777777778
271	260803060005	IRONDEQUOIT HIGH SCHOOL	WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT	17548	72.5854169	0.543	5	8	3	1	28.48683907	94.09937888	3.105590062
272	260901060004	HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL	HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT	16648	70.4806481	0.706	5	6	2	0	37.97235837	99.52380952	0.476190476
273	261001060001	SPENCERPORT HIGH SCHOOL	SPENCERPORT CENTRAL SCHOOL DISTRICT	17687	72.1096469	0.502	5	14	7	1	33.0373526	92.01277955	6.07028754
274	261101060004	HILTON HIGH SCHOOL	HILTON CENTRAL SCHOOL DISTRICT	16721	70.3890115	0.51	5	11	6	0	36.93056548	97.81931464	1.557632399
275	261201060006	PENFIELD SENIOR HIGH SCHOOL	PENFIELD CENTRAL SCHOOL DISTRICT	18828	73.1829961	0.847	5	8	4	0	34.02156179	96.89922481	2.067183463
276	261301060009	FAIRPORT SENIOR HIGH SCHOOL	FAIRPORT CENTRAL SCHOOL DISTRICT	16777	76.9903525	0.658	5	9	3	0	35.56262083	96.2406015	1.315789474
277	261313030002	EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL	EAST ROCHESTER UNION FREE SCHOOL DISTRICT	21236	67.4196615	0.534	5	35	7	1	32.21593808	93.5483871	5.376344086
278	261401060006	PITTSFORD SUTHERLAND HIGH SCHOOL	PITTSFORD CENTRAL SCHOOL DISTRICT	21674	66.8256052	1.093	6	3	3	0	32.58015756	98.85931559	0
279	261401060010	PITTSFORD-MENDON HIGH SCHOOL	PITTSFORD CENTRAL SCHOOL DISTRICT	21674	66.8256052	1.093	6	2	1	0	31.65701607	99.2481203	0
280	261501060004	CHURCHVILLE-CHILI SENIOR HIGH SCHOOL	CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT	18560	66.922356	0.508	5	15	7	1	33.10387691	96.33333333	2.333333333
281	261600010060	CHARLOTTE HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	76	3	7	21.85101066	41.55844156	42.20779221
282	261600010061	EAST HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	80	3	20	21.7960241	42.29765013	43.08093995
283	261600010066	JAMES MONROE HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	83	2	29	23.44070534	48.22695035	35.46099291
284	261600010067	JOSEPH C WILSON MAGNET HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	69	6	5	28.4792322	69.04761905	22.78911565
285	261600010073	NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	80	4	8	26.20432534	53.75	32.5
286	261600010074	SCHOOL OF THE ARTS	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	60	9	2	19.58996342	90.10989011	7.142857143
287	261600010085	DR FREDDIE THOMAS HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	79	2	13	25.62550813	48.96030246	37.24007561
288	261600010089	NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	85	4	6	26.36980597	68.25396825	23.80952381
289	261600010095	ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	81	3	9	26.43230347	0	71.42857143
290	261600010096	"ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL"	ROCHESTER CITY SCHOOL DISTRICT	21483	71.0323738	0.249	2	78	3	11	25.69630324	12.5	75
